fonte,repositorio,titulo,conteudo,categoria,metadata,timestamp
comentario_issue,woocommerce/woocommerce,Comentário na issue #51026,Auto-closed due to inactivity. Please re-open if you believe this issue is still valid.,comentario,{'issue_numero': 51026},2025-08-06T20:17:25.503874
comentario_issue,woocommerce/woocommerce,Comentário na issue #51026,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 51026},2025-08-06T20:17:25.503874
issue,woocommerce/woocommerce,[Flaky Test] allows cart block to apply multiple coupons,"Issue: [Flaky Test] allows cart block to apply multiple coupons

Descrição: <!-- __META_DATA__:{} -->
**Flaky test detected. This is an auto-generated issue by GitHub Actions. Please do NOT edit this manually.**

## Test title
allows cart block to apply multiple coupons

## Test path
`/plugins/woocommerce/tests/e2e-pw/tests/coupons/cart-block-coupons.spec.js`

## Errors
<!-- __TEST_RESULTS_LIST__ -->
<!-- __TEST_RESULT__ --><time datetime=""2024-08-12T11:29:46.747Z""><code>[2024-08-12T11:29:46.747Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10345457769""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-08-16T04:00:28.684Z""><code>[2024-08-16T04:00:28.684Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10414197232""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-08-22T03:59:17.953Z""><code>[2024-08-22T03:59:17.953Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10501341355""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-08-22T08:27:37.388Z""><code>[2024-08-22T08:27:37.388Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10501341355""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-08-23T03:58:12.312Z""><code>[2024-08-23T03:58:12.312Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10519399661""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-05-16T10:41:35.857Z""><code>[2025-05-16T10:41:35.857Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.c",issue_fechada,"{'labels': ['metric: flaky e2e test', 'focus: e2e tests', 'status: stale', 'rubik'], 'numero': 50591, 'relevante': False, 'comentarios': 13}",2025-08-06T20:17:26.223944
comentario_issue,woocommerce/woocommerce,Comentário na issue #50591,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 50591},2025-08-06T20:17:26.952992
comentario_issue,woocommerce/woocommerce,Comentário na issue #50591,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 50591},2025-08-06T20:17:26.952992
comentario_issue,woocommerce/woocommerce,Comentário na issue #50591,Auto-closed due to inactivity. Please re-open if you believe this issue is still valid.,comentario,{'issue_numero': 50591},2025-08-06T20:17:26.952992
issue,woocommerce/woocommerce,Changelog workflow overwrites version number in readme.txt,"Issue: Changelog workflow overwrites version number in readme.txt

Descrição: The [""compile changelog"" workflow](https://github.com/woocommerce/woocommerce/blob/trunk/.github/workflows/release-compile-changelog.yml) currently overwrites the version number in `readme.txt` to that of the main version even when the release branch is already ahead of the `.0` release.

Ideally, the version wouldn't be touched or would match whatever is entered as input.",issue_fechada,"{'labels': [], 'numero': 59854, 'relevante': False, 'comentarios': 2}",2025-08-06T20:17:27.640706
issue,woocommerce/woocommerce,Implement new pre-release versioning strategy,"Issue: Implement new pre-release versioning strategy

Descrição: In 10.2, we'll aim to implement a new versioning strategy for pre-releases, changing `-rc.x` to `-beta.x` and using `-rc.x` for final release candidates to be used during internal testing.

### Acceptance criteria

- [X] Workflows (bump version and build ZIP in particular) should be updated to support both `-beta.x` and `-rc.x` as pre-releases and the transitions between beta and rc.
- [X] Release documentation should be updated to account for the new naming.
- [X] Calendar should be updated to reflect the new names.
- [X] Kickoff issue and associated templates should be updated to reflect the new names.",issue_fechada,"{'labels': [], 'numero': 60029, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:28.388770
issue,woocommerce/woocommerce,[Payments NOX] WooPayments switch-to-live flow broken without pretty permalinks,"Issue: [Payments NOX] WooPayments switch-to-live flow broken without pretty permalinks

Descrição: Because we [hard-code](https://github.com/woocommerce/woocommerce/blob/5fa2f1cdc5819af83dd2ce287f17058addac3249/plugins/woocommerce/client/admin/client/settings-payments/utils.ts#L152-L152) the test account disable endpoint path in the pretty permalink format, if the site uses plain links, the pretty REST API endpoint will return 404.

We need to dynamically construct REST API endpoint paths that take into account the current site permalink structure.",issue_fechada,"{'labels': ['settings', 'moltres'], 'numero': 60183, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:31.201797
issue,woocommerce/woocommerce,Support Hierarchy in Filter Options Data Structure,"Issue: Support Hierarchy in Filter Options Data Structure

Descrição: ## **Summary**

Implement hierarchical support for filter options to enable rich taxonomy filtering experiences with expand/collapse functionality, indented display, and tree navigation.

## **Problem Statement**

### **Current Limitation**

> Filter options are currently passed as flat arrays between filter blocks (e.g., ProductFilterTaxonomy) and display blocks (e.g., Checkbox List or Chips). This works for simple filters but prevents the use of hierarchical taxonomy features.

### **Missing Capabilities**

* ❌ Expand/collapse hierarchical categories
* ❌ Indented display showing parent-child relationships
* ❌ Level-specific styling (depth-based CSS)
* ❌ Selective hierarchy expansion

### **Current Data Flow**

```php
// ProductFilterTaxonomy → Display Block
$filter_context['items'] = [
    ['label' => 'Electronics', 'value' => 'electronics', 'count' => 150],
    ['label' => 'Laptops', 'value' => 'laptops', 'count' => 50],        // No parent relationship
    ['label' => 'Gaming Laptops', 'value' => 'gaming-laptops', 'count' => 20], // No depth info
];
```

## **Proposed Solution**

### **Enhanced Filter Options Structure**

```php
// For hierarchical taxonomies
$filter_context['items'] = [
    [
        'label' => 'Electronics',
        'value' => 'electronics', 
        'count' => 150,
        'selected' => false,
        'type' => 'taxonomy/product_cat',
        // NEW: Hierarchy metadata
        'depth' => 0,
        'parent_id' => 0,
        'children_count' => 2,
    ],
    [
        'label' => 'Laptops',
        'value' => 'laptops',
        'count' => 50, 
        'selected' => false,
        'type' => 'taxonomy/product_cat',
        // NEW: Hierarchy metadata
        'depth' => 1,
        'parent_id' => 'electronics',
        'children_count' => 1,
    ]
];
```

## **Benefits**

* ✅ **Intuitive navigation**: Clear parent-child relationships
* ✅ **Reduced clutter**: Collapsible sections f",issue_fechada,"{'labels': ['blocks/patterns/templates', 'block-type: filter blocks', 'kirigami'], 'numero': 60069, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:31.930297
issue,woocommerce/woocommerce,Product Collection: adjust Product Gallery Next Prev Arrows to be used in Product Collection's carousel,"Issue: Product Collection: adjust Product Gallery Next Prev Arrows to be used in Product Collection's carousel

Descrição: Currently Product Gallery Next Prev Arrows are even namespaced to Product Gallery while I'm reusing them in Product Collection's carousel layout.

The goal of this issue is to:

* make the block name ""agnostic"" to other blocks
* make the block usable by both ""parent"" blocks and potentially others:
  * at the moment block includes iAPI directives strictly related to Product Gallery but the goal would be that this block should define contract, e.g. on-click directives: actions.nextArrowClick, actions.nextArrowClick, while the block above would provide the ""interactivity-content"" through the WP context and parent would be responsible to provide the actions. (Confirm with Billow team).

Outcomes:

* block works in Product Gallery
* block works in Product Collection",issue_fechada,"{'labels': ['blocks/patterns/templates', 'block: product collection', 'block: product gallery'], 'numero': 59626, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:32.812850
issue,woocommerce/woocommerce,Add to Cart + Options: button shows no animation when adding grouped products to cart,"Issue: Add to Cart + Options: button shows no animation when adding grouped products to cart

Descrição: As mentioned by @dinhtungdu in https://github.com/woocommerce/woocommerce/pull/59364#pullrequestreview-2985878762, when adding grouped products to cart, the *Added to cart* text appears without any animation. We should have a slide up animation like when the *X in cart* text appears.

## **To Reproduce**

1. Go to *Appearance* > *Editor* > *Templates* > *Single Product*.
2. Click on the *Add to Cart with Options* block and update to the blockified version.
3. In the frontend, view a grouped product.
4. Add one of the products to cart.
5. Notice the *Added to cart* text appears without any animations.

https://github.com/user-attachments/assets/6e273137-e9a0-42a1-a2fe-6649ad51200b

## **Expected behavior**

The *Added to cart* text should slide up similar to this:

https://github.com/user-attachments/assets/2c863f03-230f-4c18-bb24-b414aa98ab32",issue_fechada,"{'labels': ['blocks/patterns/templates', 'block: add to cart form', 'kirigami', 'bug'], 'numero': 59419, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:33.589338
issue,woocommerce/woocommerce,Editor preview filter options don't show in hierarchical order.,"Issue: Editor preview filter options don't show in hierarchical order.

Descrição: Sem descrição",issue_fechada,"{'labels': [], 'numero': 60143, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:34.334039
documentacao,woocommerce/woocommerce,Documentação: README.md,"# WooCommerce Monorepo

![WooCommerce](https://woocommerce.com/wp-content/themes/woo/images/logo-woo@2x.png)

Welcome to the WooCommerce Monorepo on GitHub. Here you can find all of the plugins, packages, and tools used in the development of the core WooCommerce plugin as well as WooCommerce extensions. You can browse the source, look at open issues, contribute code, and keep tracking of ongoing development.

We recommend all developers to follow the [WooCommerce development blog](https://developer.woocommerce.com/blog/) to stay up to date about everything happening in the project. You can also [follow @DevelopWoo](https://x.com/DevelopWoo) on X (formerly Twitter) for the latest development updates.

## Getting Started

To get up and running within the WooCommerce Monorepo, you will need to make sure that you have installed all of the prerequisites.

### Prerequisites

-   [NVM](https://github.com/nvm-sh/nvm#installing-and-updating): While you can always install Node through other means, we recommend using NVM to ensure you're aligned with the version used by our development teams. Our repository contains [an `.nvmrc` file](.nvmrc) which helps ensure you are using the correct version of Node.
-   [PNPM](https://pnpm.io/installation): Our repository utilizes PNPM to manage project dependencies and run various scripts involved in building and testing projects.
-   [PHP 7.4+](https://www.php.net/manual/en/install.php): WooCommerce Core currently features a minimum PHP version of 7.4. It is also needed to run Composer and various project build scripts. See [troubleshooting](DEVELOPMENT.md#troubleshooting) for troubleshooting problems installing PHP.
-   [Composer](https://getcomposer.org/doc/00-intro.md): We use Composer to manage all of the dependencies for PHP packages and plugins.

Note: A POSIX compliant operating system (e.g., Linux, macOS) is assumed. If you're working on a Windows machine, the recommended approach is to use [WSL](https://learn.microsoft.com/en-us",documentacao,"{'arquivo': 'README.md', 'tamanho': 5221}",2025-08-06T20:17:36.093499
